maths_midsem,maths_quiz,maths_internal,maths_endsem,maths_total,science_midsem,science_quiz,science_internal,science_endsem,science_total,english_midsem,english_quiz,english_internal,english_endsem,english_total,hindi_midsem,hindi_quiz,hindi_internal,hindi_endsem,hindi_total,social_science_midsem,social_science_quiz,social_science_internal,social_science_endsem,social_science_total,computer_science_midsem,computer_science_quiz,computer_science_internal,computer_science_endsem,computer_science_total,attendance_score,overall_marks_avg,final_weighted_score,result
4,7,2,25,38,25,5,13,34,77,16,2,15,18,51,11,5,0,28,44,2,9,14,48,73,8,0,0,40,48,5.71,55.166666666666664,55.45666666666666,0
22,5,2,13,42,14,7,10,20,51,1,0,1,1,3,24,4,12,35,75,8,0,11,30,49,25,6,5,40,76,0.86,49.333333333333336,43.223333333333336,0
8,10,8,36,62,0,2,9,15,26,25,3,5,0,33,4,4,6,4,18,5,1,5,50,61,3,7,10,50,70,2.53,45.0,42.045,0
24,6,6,48,84,25,7,10,25,67,9,8,7,13,37,18,3,5,46,72,0,5,12,42,59,21,5,12,33,71,6.08,65.0,64.37,0
8,10,14,13,45,20,10,11,38,79,6,7,8,43,64,10,8,0,33,51,18,8,4,36,66,13,1,13,45,72,0.94,62.833333333333336,54.81833333333333,1
21,0,15,25,61,14,8,8,8,38,8,5,7,14,34,6,10,15,14,45,7,1,5,33,46,9,3,6,9,27,6.29,41.833333333333336,44.99333333333334,0
9,3,3,49,64,2,6,1,22,31,24,2,1,50,77,5,10,11,8,34,11,6,2,17,36,20,5,2,12,39,5.33,46.833333333333336,47.803333333333335,0
21,6,14,35,76,0,3,12,1,16,19,2,0,21,42,12,8,12,32,64,1,4,11,9,25,1,2,15,34,52,1.38,45.833333333333336,41.028333333333336,0
18,0,0,22,40,5,5,0,2,12,14,6,14,16,50,14,4,0,16,34,8,1,1,33,43,13,7,8,20,48,4.99,37.833333333333336,39.64333333333333,0
0,0,15,1,16,18,5,15,32,70,7,4,9,49,69,2,6,0,36,44,24,5,2,17,48,15,5,1,20,41,7.13,48.0,51.495,0
6,10,6,38,60,3,1,11,23,38,16,2,3,40,61,25,2,5,10,42,3,3,0,48,54,2,0,3,47,52,5.69,51.166666666666664,52.02666666666666,0
3,5,9,6,23,11,1,1,22,35,10,0,13,31,54,2,0,11,41,54,19,3,9,37,68,7,1,0,44,52,8.85,47.666666666666664,53.791666666666664,0
0,3,5,38,46,24,10,13,5,52,15,10,14,32,71,3,0,2,37,42,4,4,3,20,31,23,4,1,2,30,9.49,45.333333333333336,52.76833333333333,0
14,2,2,44,62,1,4,13,20,38,21,8,4,0,33,9,2,5,40,56,7,0,14,50,71,19,8,15,36,78,3.64,56.333333333333336,53.343333333333334,0
7,4,13,50,74,16,0,2,46,64,23,10,15,40,88,18,2,14,29,63,19,4,12,3,38,4,0,5,6,15,2.6,57.0,52.349999999999994,0
11,8,15,21,55,25,4,14,4,47,17,4,9,18,48,5,4,12,48,69,8,1,3,25,37,23,2,13,9,47,4.06,50.5,49.01499999999999,0
21,9,4,27,61,5,9,8,12,34,23,10,5,37,75,0,7,8,12,27,2,7,4,23,36,23,1,10,25,59,4.61,48.666666666666664,48.28166666666666,0
21,9,2,37,69,11,2,9,39,61,3,6,3,50,62,0,5,3,10,18,8,8,13,1,30,4,7,14,25,50,1.86,48.333333333333336,43.873333333333335,0
17,10,7,19,53,14,2,12,12,40,17,9,4,49,79,6,7,15,48,76,12,8,0,36,56,2,2,6,37,47,7.42,58.5,60.855000000000004,1
14,9,4,48,75,16,7,6,18,47,19,8,14,34,75,15,6,0,6,27,16,9,14,20,59,7,3,10,8,28,9.14,51.833333333333336,57.76833333333334,0
16,2,9,17,44,0,10,4,8,22,7,3,7,3,20,23,0,10,50,83,7,5,7,11,30,4,1,14,23,42,4.76,40.166666666666664,41.281666666666666,0
13,4,9,23,49,13,2,4,2,21,14,10,9,10,43,3,9,1,41,54,22,8,2,27,59,17,5,0,42,64,0.55,48.333333333333336,41.90833333333334,0
13,9,5,32,59,22,2,5,30,59,12,4,2,48,66,15,7,4,50,76,25,9,15,31,80,0,6,6,5,17,9.84,59.5,65.335,0
17,4,1,44,66,1,0,1,45,47,3,2,0,2,7,6,0,6,44,56,7,10,5,49,71,0,8,13,14,35,3.45,47.0,45.12499999999999,0
19,8,7,25,59,3,7,0,38,48,13,6,15,1,35,17,4,4,20,45,14,6,11,4,35,10,0,7,41,58,2.19,46.666666666666664,42.95166666666666,0
17,10,15,18,60,19,9,10,12,50,14,0,8,35,57,24,2,11,6,43,17,10,9,0,36,22,1,1,5,29,3.78,45.833333333333336,44.62833333333334,0
15,9,8,47,79,1,9,0,40,50,14,7,14,22,57,14,6,14,21,55,9,2,3,21,35,2,1,2,27,32,4.6,51.333333333333336,50.53333333333333,0
0,10,2,41,53,21,5,2,10,38,23,2,8,10,43,8,4,5,48,65,22,6,3,35,66,23,4,12,40,79,2.99,57.333333333333336,53.218333333333334,0
22,3,12,12,49,25,10,0,40,75,22,3,14,34,73,10,1,11,31,53,3,10,0,30,43,10,2,9,50,71,4.37,60.666666666666664,58.12166666666666,1
10,0,14,9,33,13,7,8,10,38,4,9,1,28,42,6,0,0,3,9,16,6,4,15,41,24,5,6,7,42,9.29,34.166666666666664,42.97666666666666,0
14,9,5,13,41,17,2,9,45,73,23,3,2,6,34,20,9,4,14,47,18,2,15,5,40,10,9,1,0,20,6.29,42.5,45.56,0
11,4,5,8,28,7,10,12,46,75,14,10,7,18,49,6,5,5,38,54,4,3,7,37,51,19,6,11,18,54,3.22,51.833333333333336,48.888333333333335,0
7,0,1,10,18,19,5,14,48,86,17,6,2,5,30,22,5,0,45,72,11,4,7,21,43,6,3,9,9,27,0.07,46.0,39.205,0
21,5,9,2,37,0,1,12,0,13,2,6,2,24,34,2,7,1,20,30,19,6,2,43,70,5,5,4,36,50,6.11,39.0,42.315,0
19,9,7,39,74,15,2,12,34,63,19,3,5,15,42,6,8,5,36,55,23,4,2,44,73,0,3,7,6,16,4.0,53.833333333333336,51.75833333333333,0
5,9,4,11,29,6,3,14,34,57,9,5,12,22,48,2,1,12,40,55,17,7,12,38,74,7,8,10,31,56,4.67,53.166666666666664,52.196666666666665,0
2,6,10,34,52,5,8,4,2,19,4,7,5,10,26,11,4,6,40,61,23,9,9,15,56,11,6,0,36,53,8.72,44.5,50.904999999999994,0
23,0,10,38,71,21,3,8,3,35,4,9,15,32,60,2,4,1,37,44,25,1,11,32,69,23,6,15,38,82,4.48,60.166666666666664,57.861666666666665,0
25,9,7,45,86,18,6,4,23,51,14,3,6,7,30,6,9,0,40,55,25,4,0,9,38,21,10,14,10,55,1.4,52.5,46.725,0
12,3,13,38,66,9,7,0,29,45,0,0,9,35,44,22,7,5,27,61,20,6,9,9,44,8,10,1,43,62,5.41,53.666666666666664,53.73166666666666,1
12,8,12,31,63,22,4,10,31,67,0,6,3,49,58,5,8,15,42,70,17,8,8,22,55,23,10,7,12,52,7.05,60.833333333333336,62.28333333333333,1
1,0,13,38,52,5,1,11,48,65,15,1,4,24,44,14,4,14,5,37,9,1,6,37,53,18,0,7,31,56,3.0,51.166666666666664,47.99166666666666,0
4,8,7,13,32,25,10,6,19,60,16,10,9,34,69,22,4,10,1,37,11,7,14,8,40,21,3,3,19,46,2.49,47.333333333333336,43.968333333333334,0
16,7,14,43,80,9,7,6,35,57,13,2,2,12,29,25,2,9,50,86,7,9,7,1,24,15,5,1,24,45,3.73,53.5,51.07,0
5,4,11,0,20,24,4,3,12,43,14,7,13,5,39,9,5,14,30,58,0,0,0,6,6,20,10,3,4,37,3.95,33.833333333333336,34.68333333333333,0
1,5,2,26,34,18,4,2,38,62,13,1,1,34,49,4,6,13,26,49,13,5,3,1,22,20,9,8,50,87,1.84,50.5,45.684999999999995,0
3,6,4,36,49,2,6,0,3,11,20,1,2,45,68,8,2,15,8,33,20,0,13,23,56,23,10,3,27,63,6.35,46.666666666666664,49.19166666666666,0
21,3,6,42,72,19,5,6,27,57,1,3,11,38,53,16,1,10,0,27,0,5,5,43,53,21,7,8,6,42,7.72,50.666666666666664,54.64666666666666,0
25,5,4,0,34,2,2,4,39,47,2,5,2,49,58,20,1,4,14,39,0,9,3,10,22,5,8,6,22,41,6.19,40.166666666666664,43.42666666666666,0
10,6,5,44,65,19,6,9,42,76,23,9,12,3,47,18,8,2,22,50,1,1,2,12,16,24,2,14,21,61,5.03,52.5,52.17,0
7,10,1,28,46,5,0,0,50,55,11,10,1,44,66,23,5,10,16,54,7,2,2,19,30,22,3,6,3,34,5.73,47.5,48.97,0
11,5,7,23,46,16,3,0,6,25,25,1,15,42,83,22,1,13,6,42,9,2,3,15,29,2,0,5,22,29,5.14,42.333333333333336,43.693333333333335,0
7,10,4,16,37,17,3,14,8,42,23,8,0,41,72,16,4,8,39,67,19,9,6,44,78,21,7,9,34,71,4.64,61.166666666666664,58.95166666666666,0
10,5,5,34,54,9,5,2,21,37,25,1,10,15,51,8,6,0,2,16,4,5,14,10,33,8,0,14,18,40,0.28,38.5,33.145,0
21,1,0,30,52,5,5,2,3,15,1,8,15,10,34,20,0,14,33,67,0,9,0,7,16,24,4,1,15,44,5.41,38.0,40.415,0
19,4,9,41,73,12,9,1,35,57,7,6,15,23,51,16,10,8,18,52,24,3,0,4,31,6,10,8,4,28,0.75,48.666666666666664,42.49166666666666,0
7,2,1,31,41,5,7,7,32,51,11,10,2,13,36,0,7,0,29,36,20,7,10,48,85,24,10,3,41,78,5.47,54.5,54.529999999999994,0
7,6,10,18,41,11,0,12,5,28,8,2,15,39,64,7,10,14,9,40,25,5,5,19,54,5,8,9,8,30,4.96,42.833333333333336,43.84833333333333,0
25,3,3,30,61,13,6,11,2,32,25,8,0,7,40,18,5,12,41,76,17,3,13,42,75,16,4,1,32,53,8.55,56.166666666666664,60.56666666666666,0
16,0,10,38,64,16,3,7,34,60,13,8,7,29,57,8,0,6,49,63,9,0,4,14,27,7,6,8,18,39,4.11,51.666666666666664,50.08166666666666,0
19,5,8,19,51,21,5,5,32,63,25,5,4,30,64,7,7,15,38,67,6,9,3,45,63,6,6,4,27,43,9.53,58.5,64.02,1
19,5,5,27,56,24,9,4,6,43,5,1,11,5,22,5,4,0,47,56,9,5,11,16,41,10,4,5,37,56,4.58,45.666666666666664,45.68666666666666,0
22,6,7,2,37,7,8,12,40,67,16,6,5,23,50,14,6,12,46,78,5,9,3,41,58,6,2,6,33,47,9.48,56.166666666666664,61.96166666666666,0
15,10,1,31,57,25,2,13,34,74,10,3,11,0,24,14,9,12,17,52,3,7,2,50,62,13,9,3,18,43,1.57,52.0,46.55499999999999,0
13,7,9,21,50,4,7,5,46,62,18,3,12,37,70,5,3,5,22,35,7,8,6,31,52,1,8,2,7,18,8.74,47.833333333333336,53.76833333333333,0
10,2,14,43,69,3,2,0,2,7,20,6,9,45,80,20,1,15,22,58,9,7,3,12,31,10,2,11,28,51,7.79,49.333333333333336,53.61833333333334,0
6,5,4,41,56,5,5,1,42,53,12,4,6,20,42,14,7,10,3,34,25,8,15,42,90,13,6,8,5,32,2.42,51.166666666666664,47.12166666666666,0
15,9,15,43,82,10,1,6,17,34,2,0,6,5,13,17,3,12,41,73,8,8,14,13,43,13,7,11,36,67,9.96,52.0,59.14,0
12,1,11,14,38,4,8,0,2,14,2,2,3,14,21,21,7,8,34,70,22,6,1,21,50,1,5,11,5,22,2.61,35.833333333333336,34.373333333333335,0
14,8,11,37,70,21,1,7,38,67,24,6,5,31,66,23,8,6,8,45,5,5,5,8,23,22,6,1,41,70,4.97,56.833333333333336,55.763333333333335,0
23,1,12,18,54,13,4,2,26,45,20,8,15,17,60,5,10,11,10,36,6,2,10,27,45,19,8,5,36,68,7.25,51.333333333333336,54.50833333333333,0
15,2,15,30,62,9,5,15,8,37,13,8,7,46,74,22,3,15,0,40,20,9,2,21,52,22,1,2,11,36,0.04,50.166666666666664,42.70166666666667,0
20,9,0,25,54,10,3,13,16,42,7,6,5,31,49,17,7,10,9,43,18,2,13,12,45,12,6,14,9,41,3.48,45.666666666666664,44.03666666666666,1
22,1,3,4,30,2,6,3,40,51,6,4,6,11,27,17,3,14,46,80,22,5,3,33,63,11,2,11,0,24,5.7,45.833333333333336,47.50833333333333,0
23,8,9,19,59,22,6,6,41,75,3,3,13,10,29,18,7,12,30,67,3,8,10,17,38,20,10,8,47,85,5.95,58.833333333333336,58.93333333333333,0
8,0,0,1,9,7,6,9,44,66,2,8,12,33,55,25,0,10,13,48,23,10,12,25,70,18,2,1,10,31,7.63,46.5,50.97,0
2,4,10,20,36,20,10,6,4,40,18,5,13,1,37,22,1,5,27,55,4,5,0,48,57,8,0,2,0,10,5.43,39.166666666666664,41.43666666666667,0
18,0,15,50,83,4,6,1,45,56,1,9,2,43,55,23,9,4,46,82,4,7,6,3,20,3,9,8,31,51,9.9,57.833333333333336,64.00833333333333,0
19,4,10,50,83,19,9,4,3,35,4,1,13,21,39,19,2,12,35,68,4,7,9,27,47,11,3,10,15,39,6.52,51.833333333333336,53.83833333333334,0
4,7,8,35,54,25,10,7,13,55,11,2,8,20,41,25,1,2,23,51,5,4,4,10,23,8,4,4,34,50,6.49,45.666666666666664,48.55166666666666,0
9,7,1,27,44,20,9,15,28,72,1,6,9,5,21,12,9,10,27,58,19,4,9,16,48,15,9,10,40,74,4.43,52.833333333333336,51.55333333333333,0
16,10,6,19,51,9,8,8,10,35,17,3,15,5,40,10,7,1,3,21,17,2,9,6,34,13,9,2,2,26,4.62,34.5,36.255,0
14,7,2,36,59,7,1,12,21,41,14,6,1,11,32,14,9,1,13,37,5,0,3,7,15,16,8,4,32,60,4.92,40.666666666666664,41.946666666666665,0
22,1,13,38,74,20,4,15,41,80,15,4,13,3,35,5,10,8,4,27,11,4,10,12,37,8,2,4,19,33,9.6,47.666666666666664,54.916666666666664,0
24,7,1,35,67,8,9,4,4,25,11,0,10,6,27,24,8,12,31,75,0,10,1,49,60,5,4,5,15,29,5.81,47.166666666666664,48.80666666666666,0
7,4,12,10,33,14,8,1,11,34,11,9,7,11,38,22,8,2,16,48,13,9,5,17,44,22,6,13,15,56,0.54,42.166666666666664,36.651666666666664,0
14,0,3,2,19,0,10,3,20,33,3,2,7,29,41,10,0,6,33,49,3,8,4,34,49,11,5,8,43,67,6.6,43.0,46.449999999999996,0
20,6,6,36,68,22,10,10,14,56,21,8,11,8,48,3,8,13,36,60,21,9,7,23,60,7,0,4,25,36,1.7,54.666666666666664,49.01666666666666,0
13,5,6,19,43,4,1,4,23,32,21,3,1,6,31,14,7,13,25,59,0,8,9,13,30,1,9,9,28,47,4.18,40.333333333333336,40.55333333333333,0
19,4,8,31,62,14,2,5,12,33,7,4,8,47,66,15,7,15,49,86,11,9,10,17,47,22,10,0,48,80,0.92,62.333333333333336,54.36333333333334,0
6,0,11,46,63,3,6,15,31,55,10,1,2,46,59,23,2,3,30,58,21,8,1,41,71,18,0,2,41,61,1.56,61.166666666666664,54.33166666666666,1
20,0,12,24,56,18,8,11,25,62,21,9,9,21,60,13,7,13,27,60,5,0,6,49,60,13,6,8,50,77,7.56,62.5,64.465,1
22,5,2,20,49,9,2,5,39,55,21,10,14,26,71,23,1,6,27,57,13,7,0,3,23,21,4,7,41,73,3.67,54.666666666666664,51.971666666666664,0
11,9,6,49,75,22,9,12,25,68,3,7,5,34,49,22,1,5,28,56,18,7,13,5,43,22,0,12,47,81,0.48,62.0,53.419999999999995,1
16,6,5,15,42,1,7,11,35,54,11,0,15,37,63,4,3,10,35,52,16,9,1,42,68,4,2,5,48,59,7.24,56.333333333333336,58.74333333333333,1
16,9,9,47,81,4,10,0,44,58,20,10,10,23,63,14,6,14,25,59,2,6,13,33,54,18,3,3,24,48,0.06,60.5,51.515,1
9,9,15,41,74,17,7,5,29,58,22,3,3,13,41,25,3,9,21,58,16,8,0,24,48,19,5,15,9,48,8.07,54.5,58.42999999999999,1
18,0,6,0,24,22,3,10,46,81,9,5,13,39,66,9,1,14,34,58,23,0,9,32,64,23,5,0,40,68,5.58,60.166666666666664,59.51166666666666,0
13,8,6,22,49,5,10,9,8,32,8,7,4,35,54,5,4,14,27,50,6,1,4,44,55,9,5,0,37,51,8.55,48.5,54.05,0
10,3,9,42,64,9,5,0,23,37,15,3,2,12,32,15,7,10,43,75,2,8,9,0,19,10,9,11,45,75,2.8,50.333333333333336,46.983333333333334,0
1,4,4,48,57,14,10,15,37,76,3,1,11,36,51,15,6,13,21,55,15,7,0,24,46,11,9,13,4,37,1.7,53.666666666666664,48.16666666666666,0
17,1,8,23,49,22,7,12,17,58,25,3,9,49,86,25,6,3,49,83,23,9,14,47,93,6,7,9,6,28,0.67,66.16666666666667,57.24666666666667,0
6,9,6,46,67,8,8,4,8,28,16,0,7,10,33,18,8,2,34,62,15,3,0,16,34,23,1,9,6,39,7.0,43.833333333333336,47.75833333333333,0
11,7,6,24,48,12,1,10,21,44,21,7,9,31,68,2,4,10,17,33,19,3,11,26,59,4,3,3,14,24,9.1,46.0,52.75,0
25,1,11,6,43,17,0,15,37,69,17,8,15,4,44,19,3,15,4,41,9,5,12,36,62,12,2,14,12,40,7.0,49.833333333333336,52.858333333333334,1
1,2,15,37,55,24,4,14,20,62,6,2,11,16,35,17,9,3,28,57,17,4,6,37,64,22,0,6,37,65,6.12,56.333333333333336,57.06333333333333,0
19,8,13,46,86,6,9,6,6,27,21,7,9,1,38,21,10,1,10,42,11,7,14,19,51,22,9,3,9,43,0.06,47.833333333333336,40.748333333333335,0
17,1,2,46,66,1,2,13,11,27,8,8,7,31,54,18,8,15,23,64,21,6,7,33,67,7,5,7,13,32,3.62,51.666666666666664,49.346666666666664,0
5,5,0,38,48,15,10,13,35,73,5,7,6,22,40,1,10,10,37,58,15,9,2,2,28,1,1,8,10,20,9.43,44.5,51.97,0
23,3,15,34,75,25,5,7,10,47,21,1,6,4,32,8,10,13,44,75,8,7,0,9,24,1,10,15,4,30,5.46,47.166666666666664,48.28166666666666,0
9,6,13,13,41,1,10,10,2,23,19,1,1,39,60,0,10,1,43,54,6,1,7,33,47,5,5,13,28,51,2.64,46.0,43.06,0
19,5,13,8,45,3,0,10,26,39,24,9,9,37,79,3,0,3,24,30,4,5,12,22,43,17,2,12,14,45,1.21,46.833333333333336,41.623333333333335,0
14,9,4,2,29,1,10,12,6,29,2,3,11,7,23,24,5,10,15,54,18,6,6,11,41,13,9,6,7,35,3.92,35.166666666666664,35.77166666666666,0
4,8,7,37,56,16,3,4,1,24,14,0,5,26,45,20,10,2,19,51,20,9,13,18,60,1,8,14,43,66,1.41,50.333333333333336,44.89833333333333,0
19,8,4,19,50,5,5,1,9,20,0,2,3,1,6,21,2,4,12,39,22,0,11,42,75,9,10,4,9,32,9.58,37.0,45.82,0
2,9,9,40,60,9,1,2,2,14,25,3,10,39,77,3,5,0,34,42,18,1,8,31,58,1,4,6,12,23,8.4,45.666666666666664,51.416666666666664,0
4,3,2,32,41,13,10,11,16,50,23,1,8,6,38,25,6,6,11,48,1,9,4,30,44,1,4,9,8,22,4.75,40.5,41.55,0
24,0,8,40,72,14,10,6,42,72,23,6,4,39,72,5,0,3,3,11,21,6,4,1,32,24,8,5,45,82,9.9,56.833333333333336,63.15833333333334,0
7,1,1,43,52,20,7,9,0,36,16,9,5,49,79,22,5,5,35,67,7,5,7,28,47,19,7,2,16,44,1.51,54.166666666666664,48.306666666666665,0
7,7,14,31,59,11,3,3,33,50,8,2,6,21,37,5,7,1,29,42,14,3,15,38,70,14,5,5,34,58,1.62,52.666666666666664,47.196666666666665,0
7,9,2,35,53,18,1,14,12,45,1,6,13,6,26,21,4,3,28,56,22,3,7,20,52,3,5,1,14,23,1.6,42.5,38.525,0
11,7,11,25,54,10,0,0,13,23,5,6,1,46,58,18,4,15,17,54,3,2,1,16,22,7,5,4,1,17,1.39,38.0,34.385,0
23,1,3,47,74,0,7,2,16,25,24,10,14,8,56,7,6,4,40,57,13,4,3,34,54,13,8,6,13,40,4.93,51.0,50.745000000000005,0
22,3,9,4,38,24,9,9,33,75,15,8,0,45,68,7,7,5,28,47,19,4,3,1,27,19,1,15,48,83,7.73,56.333333333333336,59.47833333333333,0
7,0,0,48,55,7,0,13,16,36,12,3,15,44,74,19,6,11,8,44,3,8,15,17,43,7,1,13,6,27,6.42,46.5,49.155,0
10,6,10,29,55,21,6,14,50,91,5,3,14,34,56,23,2,0,9,34,4,9,1,6,20,1,10,8,49,68,4.21,54.0,52.214999999999996,0
13,3,3,16,35,5,6,1,40,52,22,0,5,37,64,12,5,13,9,39,6,8,12,27,53,21,9,15,0,45,0.29,48.0,41.235,0
7,10,3,5,25,11,5,8,24,48,14,10,8,23,55,8,8,14,7,37,25,6,7,45,83,20,1,0,26,47,3.43,49.166666666666664,46.93666666666667,0
23,7,8,14,52,19,7,0,43,69,24,5,6,35,70,20,1,3,48,72,24,7,9,4,44,23,2,1,48,74,2.73,63.5,58.07,1
9,8,7,0,24,15,9,8,29,61,4,5,11,17,37,18,8,1,18,45,7,0,1,33,41,10,9,7,10,36,2.32,40.666666666666664,38.04666666666666,0
6,8,1,12,27,17,0,14,47,78,16,6,11,42,75,6,2,13,43,64,0,7,12,26,45,14,4,2,18,38,3.93,54.5,52.22,0
16,2,12,47,77,11,0,9,35,55,8,8,8,25,49,19,2,9,43,73,7,10,13,18,48,25,0,11,23,59,6.88,60.166666666666664,61.461666666666666,1
3,4,6,33,46,19,0,4,10,33,25,9,11,38,83,7,9,0,33,49,0,4,2,27,33,19,6,5,28,58,7.44,50.333333333333336,53.94333333333333,0
12,5,5,29,51,1,5,11,20,37,12,9,10,14,45,10,1,12,2,25,11,8,8,33,60,19,6,1,6,32,1.89,41.666666666666664,38.251666666666665,0
3,5,6,18,32,6,6,5,19,36,6,9,2,21,38,2,2,13,22,39,10,0,12,4,26,4,5,8,22,39,6.16,35.0,38.99,0
4,9,10,1,24,8,9,5,28,50,15,8,12,24,59,16,6,14,46,82,14,0,9,36,59,12,3,8,12,35,3.23,51.5,48.62,0
25,7,3,43,78,17,8,11,3,39,7,4,4,42,57,4,2,10,1,17,4,0,13,29,46,15,4,4,35,58,2.36,49.166666666666664,45.33166666666666,0
21,5,13,11,50,8,9,5,33,55,17,1,15,50,83,5,0,10,45,60,11,5,3,23,42,22,1,4,33,60,9.97,58.333333333333336,64.53833333333334,1
3,5,13,39,60,24,4,8,41,77,4,0,5,24,33,14,3,15,14,46,24,10,15,36,85,5,3,15,43,66,0.63,61.166666666666664,52.93666666666666,0
17,3,4,43,67,7,0,13,40,60,12,1,5,40,58,8,6,8,34,56,3,10,12,18,43,2,10,11,2,25,8.53,51.5,56.57,0
5,6,5,23,39,0,8,12,16,36,23,1,4,24,52,18,5,14,47,84,5,4,3,18,30,0,10,1,0,11,3.99,42.0,41.684999999999995,0
23,7,8,10,48,4,4,12,11,31,22,0,13,37,72,5,9,0,6,20,16,0,10,19,45,7,4,2,2,15,9.42,38.5,46.855000000000004,0
23,2,1,1,27,15,5,8,3,31,6,7,1,24,38,7,2,1,34,44,0,3,10,50,63,14,4,1,12,31,1.97,39.0,36.105,0
22,6,10,0,38,13,8,10,40,71,19,2,10,6,37,11,0,8,34,53,5,8,13,48,74,5,6,4,46,61,9.96,55.666666666666664,62.25666666666666,0
21,2,8,27,58,25,1,9,13,48,12,9,9,39,69,25,7,7,4,43,6,6,2,31,45,6,0,2,48,56,7.53,53.166666666666664,56.486666666666665,1
1,7,9,3,20,12,2,15,3,32,1,9,2,43,55,15,1,14,48,78,14,4,14,12,44,18,8,0,25,51,5.63,46.666666666666664,48.111666666666665,0
22,0,0,40,62,10,6,6,33,55,25,7,5,23,60,19,4,9,18,50,6,3,6,27,42,17,1,9,17,44,7.59,52.166666666666664,55.72666666666666,1
10,0,3,29,42,19,2,2,17,40,18,5,8,18,49,25,2,11,30,68,7,0,8,39,54,0,0,9,28,37,7.35,48.333333333333336,52.108333333333334,0
13,5,11,6,35,22,1,14,12,49,13,0,14,21,48,25,3,9,1,38,16,6,14,18,54,23,6,8,33,70,3.41,49.0,46.765,0
4,9,4,21,38,12,6,6,9,33,13,6,9,45,73,21,2,9,33,65,19,1,2,16,38,12,7,4,43,66,9.33,52.166666666666664,58.33666666666666,0
5,8,8,25,46,14,7,4,13,38,8,2,7,22,39,2,2,3,43,50,1,1,9,23,34,21,5,2,50,78,9.38,47.5,54.445,0
9,3,14,28,54,23,8,8,8,47,3,8,7,19,37,15,2,1,45,63,13,5,7,15,40,19,1,2,12,34,2.73,45.833333333333336,43.053333333333335,0
7,5,5,24,41,25,1,7,42,75,16,8,7,19,50,25,9,7,12,53,18,6,7,43,74,0,10,4,6,20,2.57,52.166666666666664,48.19666666666666,0
13,4,3,9,29,15,1,9,19,44,25,3,12,6,46,24,10,2,34,70,14,8,10,16,48,25,3,11,43,82,8.59,53.166666666666664,58.07666666666666,0
23,0,15,19,57,12,10,11,0,33,19,1,10,33,63,14,10,9,33,66,16,2,7,2,27,7,7,7,46,67,3.06,52.166666666666664,48.93166666666666,0
2,5,1,13,21,7,6,5,43,61,15,9,5,10,39,10,7,15,13,45,9,3,0,17,29,4,9,11,2,26,9.18,36.833333333333336,45.07833333333333,0
11,8,15,32,66,17,3,4,28,52,23,8,12,42,85,5,10,0,34,49,11,10,10,13,44,22,3,13,41,79,6.61,62.5,63.04,1
15,2,15,4,36,18,4,9,16,47,7,4,11,7,29,1,0,1,36,38,5,5,4,42,56,22,3,14,26,65,9.65,45.166666666666664,52.86666666666667,0
22,10,4,44,80,25,0,1,48,74,25,10,10,37,82,22,1,3,25,51,22,8,11,2,43,17,0,1,22,40,8.17,61.666666666666664,64.67166666666667,1
16,2,15,5,38,14,5,10,7,36,14,7,13,10,44,6,1,0,43,50,19,6,9,24,58,1,1,4,38,44,8.41,45.0,50.864999999999995,0
0,1,7,21,29,9,9,11,16,45,25,8,13,42,88,15,8,5,41,69,15,9,9,43,76,1,9,11,45,66,0.78,62.166666666666664,54.01166666666666,0
22,3,7,16,48,22,7,2,20,51,17,10,2,24,53,0,6,3,6,15,24,9,2,6,41,4,2,6,21,33,4.99,40.166666666666664,41.626666666666665,0
9,9,5,14,37,3,10,10,24,47,9,0,4,30,43,12,9,11,35,67,3,1,8,38,50,17,9,6,0,32,4.06,46.0,45.19,0
24,2,10,38,74,5,0,10,19,34,3,10,14,36,63,3,6,10,38,57,9,3,6,24,42,18,5,8,10,41,7.82,51.833333333333336,55.78833333333334,0
22,1,0,39,62,7,1,2,24,34,6,2,12,25,45,0,7,5,20,32,12,1,15,49,77,19,4,0,3,26,3.23,46.0,43.945,0
9,0,14,27,50,23,6,12,20,61,23,6,7,9,45,21,1,4,14,40,4,1,3,16,24,13,2,2,10,27,6.77,41.166666666666664,45.14666666666666,0
20,2,15,1,38,6,1,3,12,22,16,1,15,32,64,4,9,10,12,35,16,9,0,11,36,12,2,13,16,43,6.92,39.666666666666664,44.096666666666664,0
23,9,7,17,56,11,8,2,12,33,7,3,12,6,28,15,10,14,19,58,20,2,10,6,38,19,10,0,17,46,3.06,43.166666666666664,41.281666666666666,0
1,5,3,26,35,17,5,15,46,83,0,3,2,35,40,18,0,3,50,71,2,10,5,27,44,1,10,12,37,60,5.68,55.5,55.69499999999999,0
8,8,14,20,50,17,4,6,49,76,21,6,0,44,71,11,5,6,33,55,2,6,13,33,54,7,2,6,25,40,7.03,57.666666666666664,59.56166666666667,1
21,10,13,22,66,18,6,12,29,65,20,1,11,19,51,8,2,11,25,46,22,10,0,48,80,19,9,11,3,42,6.38,58.333333333333336,59.153333333333336,1
12,4,1,6,23,3,9,14,12,38,9,7,13,14,43,24,1,6,3,34,2,7,3,50,62,9,7,3,17,36,3.29,39.333333333333336,38.36833333333334,0
